Strength of Lunacy,Black,Enchantment  Aura,{1}{B},"Enchant creature
Enchanted creature gets +2/+1 and has protection from white.
Madness {B} (If you discard this card, you may cast it for its madness cost instead of putting it into your graveyard.)",,,0,0,1,1,http://mtgimage.com/card/strength of lunacy.jpg
Stromgald Cabal,Black,Creature  Human Knight,{1}{B}{B},"{T}, Pay 1 life: Counter target white spell.",2,2,0,0,1,1,http://mtgimage.com/card/stromgald cabal.jpg
Stromgald Crusader,Black,Creature  Zombie Knight,{B}{B},"Protection from white
{B}: Stromgald Crusader gains flying until end of turn.
{B}{B}: Stromgald Crusader gets +1/+0 until end of turn.",2,1,1,0,1,1,http://mtgimage.com/card/stromgald crusader.jpg
Stromgald Spy,Black,Creature  Human Rogue,{3}{B},"Whenever Stromgald Spy attacks and isn't blocked, you may have defending player play with his or her hand revealed for as long as Stromgald Spy remains on the battlefield. If you do, Stromgald Spy assigns no combat damage this turn.",2,4,0,0,1,1,http://mtgimage.com/card/stromgald spy.jpg
Stromkirk Patrol,Black,Creature  Vampire Soldier,{4}{B},"Whenever Stromkirk Patrol deals combat damage to a player, put a +1/+1 counter on it.",4,3,1,0,1,1,http://mtgimage.com/card/stromkirk patrol.jpg
Strongarm Tactics,Black,Sorcery,{1}{B},Each player discards a card. Then each player who didn't discard a creature card this way loses 4 life.,,,0,0,1,1,http://mtgimage.com/card/strongarm tactics.jpg
Strongarm Thug,Black,Creature  Human Mercenary,{2}{B},"When Strongarm Thug enters the battlefield, you may return target Mercenary card from your graveyard to your hand.",1,1,0,0,1,1,http://mtgimage.com/card/strongarm thug.jpg
Stronghold Assassin,Black,Creature  Zombie Assassin,{1}{B}{B},"{T}, Sacrifice a creature: Destroy target nonblack creature.",2,1,0,0,1,1,http://mtgimage.com/card/stronghold assassin.jpg
Stronghold Discipline,Black,Sorcery,{2}{B}{B},Each player loses 1 life for each creature he or she controls.,,,1,0,1,1,http://mtgimage.com/card/stronghold discipline.jpg
Stronghold Overseer,Black,Creature  Demon,{3}{B}{B}{B},"Flying
Shadow (This creature can block or be blocked by only creatures with shadow.)
{B}{B}: Creatures with shadow get +1/+0 until end of turn and creatures without shadow get -1/-0 until end of turn.",5,5,1,0,1,1,http://mtgimage.com/card/stronghold overseer.jpg
Stronghold Rats,Black,Creature  Rat,{2}{B},"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Stronghold Rats deals combat damage to a player, each player discards a card.",2,1,1,0,1,1,http://mtgimage.com/card/stronghold rats.jpg
Stronghold Taskmaster,Black,Creature  Giant Minion,{2}{B}{B},Other black creatures get -1/-1.,4,3,0,0,1,1,http://mtgimage.com/card/stronghold taskmaster.jpg
Struggle for Sanity,Black,Sorcery,{2}{B}{B},"Target opponent reveals his or her hand. That player exiles a card from it, then you exile a card from it. Repeat this process until all cards in that hand have been exiled. That player returns the cards he or she exiled this way to his or her hand and puts the rest into his or her graveyard.",,,1,0,1,1,http://mtgimage.com/card/struggle for sanity.jpg
Stupor,Black,Sorcery,{2}{B},"Target opponent discards a card at random, then discards a card.",,,1,0,1,1,http://mtgimage.com/card/stupor.jpg
Subversion,Black,Enchantment,{3}{B}{B},"At the beginning of your upkeep, each opponent loses 1 life. You gain life equal to the life lost this way.",,,0,0,1,1,http://mtgimage.com/card/subversion.jpg
Sudden Death,Black,Instant,{1}{B}{B},"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Target creature gets -4/-4 until end of turn.",,,1,0,1,1,http://mtgimage.com/card/sudden death.jpg
Sudden Spoiling,Black,Instant,{1}{B}{B},"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Until end of turn, creatures target player controls lose all abilities and have base power and toughness 0/2.",,,1,0,1,1,http://mtgimage.com/card/sudden spoiling.jpg
Suffer the Past,Black,Instant,{X}{B},"Exile X target cards from target player's graveyard. For each card exiled this way, that player loses 1 life and you gain 1 life.",,,1,0,1,1,http://mtgimage.com/card/suffer the past.jpg
Sultai Emissary,Black,Creature  Zombie Warrior,{1}{B},"When Sultai Emissary dies, manifest the top card of your library. (Put that card onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)",1,1,1,1,1,1,http://mtgimage.com/card/sultai emissary.jpg
Sultai Runemark,Black,Enchantment  Aura,{2}{B},"Enchant creature
Enchanted creature gets +2/+2.
Enchanted creature has deathtouch as long as you control a green or blue permanent. (Any amount of damage it deals to a creature is enough to destroy it.)",,,1,1,1,1,http://mtgimage.com/card/sultai runemark.jpg
Sultai Scavenger,Black,Creature  Bird Warrior,{5}{B},"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Flying",3,3,1,1,1,1,http://mtgimage.com/card/sultai scavenger.jpg
Suppress,Black,Sorcery,{2}{B},"Target player exiles all cards from his or her hand face down. At the beginning of the end step of that player's next turn, that player returns those cards to his or her hand.",,,0,0,1,1,http://mtgimage.com/card/suppress.jpg
Suq'Ata Assassin,Black,Creature  Human Assassin,{1}{B}{B},"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Whenever Suq'Ata Assassin attacks and isn't blocked, defending player gets a poison counter. (A player with ten or more poison counters loses the game.)",1,1,0,0,1,1,http://mtgimage.com/card/suq'ata assassin.jpg
Surgical Extraction,Black,Instant,{B/P},"({B/P} can be paid with either {B} or 2 life.)
Choose target card in a graveyard other than a basic land card. Search its owner's graveyard, hand, and library for any number of cards with the same name as that card and exile them. Then that player shuffles his or her library.",,,1,0,1,1,http://mtgimage.com/card/surgical extraction.jpg
Surging Dementia,Black,Sorcery,{1}{B},"Ripple 4 (When you cast this spell, you may reveal the top four cards of your library. You may cast any revealed cards with the same name as this spell without paying their mana costs. Put the rest on the bottom of your library.)
Target player discards a card.",,,1,0,1,1,http://mtgimage.com/card/surging dementia.jpg
Surrakar Marauder,Black,Creature  Surrakar,{1}{B},"Landfall  Whenever a land enters the battlefield under your control, Surrakar Marauder gains intimidate until end of turn. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)",2,1,1,0,1,1,http://mtgimage.com/card/surrakar marauder.jpg
Sutured Ghoul,Black,Creature  Zombie,{4}{B}{B}{B},"Trample
As Sutured Ghoul enters the battlefield, exile any number of creature cards from your graveyard.
Sutured Ghoul's power is equal to the total power of the exiled cards and its toughness is equal to their total toughness.",*,*,1,0,1,1,http://mtgimage.com/card/sutured ghoul.jpg
Swallowing Plague,Black,Sorcery  Arcane,{X}{B}{B},Swallowing Plague deals X damage to target creature and you gain X life.,,,1,0,1,1,http://mtgimage.com/card/swallowing plague.jpg
Swamp Mosquito,Black,Creature  Insect,{1}{B},"Flying
Whenever Swamp Mosquito attacks and isn't blocked, defending player gets a poison counter. (A player with ten or more poison counters loses the game.)",0,1,1,0,1,1,http://mtgimage.com/card/swamp mosquito.jpg
Swarm of Bloodflies,Black,Creature  Insect,{4}{B},"Flying
Swarm of Bloodflies enters the battlefield with two +1/+1 counters on it.
Whenever another creature dies, put a +1/+1 counter on Swarm of Bloodflies.",0,0,1,1,1,1,http://mtgimage.com/card/swarm of bloodflies.jpg
Swarm of Rats,Black,Creature  Rat,{1}{B},Swarm of Rats's power is equal to the number of Rats you control.,*,1,1,0,1,1,http://mtgimage.com/card/swarm of rats.jpg
Swat,Black,Instant,{1}{B}{B},"Destroy target creature with power 2 or less.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,0,0,1,1,http://mtgimage.com/card/swat.jpg
Syndicate Enforcer,Black,Creature  Human Rogue,{3}{B},"Extort (Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)",3,2,1,0,1,1,http://mtgimage.com/card/syndicate enforcer.jpg
Syphon Flesh,Black,Sorcery,{4}{B},Each other player sacrifices a creature. You put a 2/2 black Zombie creature token onto the battlefield for each creature sacrificed this way.,,,0,0,1,1,http://mtgimage.com/card/syphon flesh.jpg
Syphon Life,Black,Sorcery,{1}{B}{B},"Target player loses 2 life and you gain 2 life.
Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)",,,1,0,1,1,http://mtgimage.com/card/syphon life.jpg
Syphon Mind,Black,Sorcery,{3}{B},Each other player discards a card. You draw a card for each card discarded this way.,,,0,0,1,1,http://mtgimage.com/card/syphon mind.jpg
Syphon Sliver,Black,Creature  Sliver,{2}{B},Sliver creatures you control have lifelink. (Damage dealt by a Sliver creature you control also causes you to gain that much life.),2,2,1,0,1,1,http://mtgimage.com/card/syphon sliver.jpg
Syphon Soul,Black,Sorcery,{2}{B},Syphon Soul deals 2 damage to each other player. You gain life equal to the damage dealt this way.,,,0,0,1,1,http://mtgimage.com/card/syphon soul.jpg
Tainted Monkey,Black,Creature  Ape,{1}{B},"{T}: Choose a word. Target player puts the top card of his or her library into his or her graveyard. If that card has the chosen word in its text box, that player loses 3 life.",1,1,0,0,0,0,http://mtgimage.com/card/tainted monkey.jpg
Tainted Pact,Black,Instant,{1}{B},"Exile the top card of your library. You may put that card into your hand unless it has the same name as another card exiled this way. Repeat this process until you put a card into your hand or you exile two cards with the same name, whichever comes first.",,,0,0,1,1,http://mtgimage.com/card/tainted pact.jpg
Tainted Specter,Black,Creature  Specter,{3}{B},"Flying
{1}{B}{B}, {T}: Target player discards a card unless he or she puts a card from his or her hand on top of his or her library. If that player discards a card this way, Tainted Specter deals 1 damage to each creature and each player. Activate this ability only any time you could cast a sorcery.",2,2,0,0,1,1,http://mtgimage.com/card/tainted specter.jpg
Tainted Strike,Black,Instant,{B},Target creature gets +1/+0 and gains infect until end of turn. (It deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),,,1,0,1,1,http://mtgimage.com/card/tainted strike.jpg
Tainted Well,Black,Enchantment  Aura,{2}{B},"Enchant land
When Tainted Well enters the battlefield, draw a card.
Enchanted land is a Swamp.",,,0,0,1,1,http://mtgimage.com/card/tainted well.jpg
Tainted ther,Black,Enchantment,{2}{B}{B},"Whenever a creature enters the battlefield, its controller sacrifices a creature or land.",,,0,0,1,1,http://mtgimage.com/card/tainted æther.jpg
Takenuma Bleeder,Black,Creature  Ogre Shaman,{2}{B},"Whenever Takenuma Bleeder attacks or blocks, you lose 1 life if you don't control a Demon.",3,3,1,0,1,1,http://mtgimage.com/card/takenuma bleeder.jpg
Takklemaggot,Black,Enchantment  Aura,{2}{B}{B},"Enchant creature
At the beginning of the upkeep of enchanted creature's controller, put a -0/-1 counter on that creature.
When enchanted creature dies, that creature's controller chooses a creature that Takklemaggot could enchant. If he or she does, return Takklemaggot to the battlefield under your control attached to that creature. If he or she doesn't, return Takklemaggot to the battlefield under your control as a non-Aura enchantment. It loses ""enchant creature"" and gains ""At the beginning of that player's upkeep, Takklemaggot deals 1 damage to him or her.""",,,0,0,1,1,http://mtgimage.com/card/takklemaggot.jpg
Talara's Bane,Black,Sorcery,{1}{B},"Target opponent reveals his or her hand. You choose a green or white creature card from it. You gain life equal to that creature card's toughness, then that player discards that card.",,,1,0,1,1,http://mtgimage.com/card/talara's bane.jpg
Tar Fiend,Black,Creature  Elemental,{5}{B},"Devour 2 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.)
When Tar Fiend enters the battlefield, target player discards a card for each creature it devoured.",4,4,1,0,1,1,http://mtgimage.com/card/tar fiend.jpg
Tar Pit Warrior,Black,Creature  Cyclops Warrior,{2}{B},"When Tar Pit Warrior becomes the target of a spell or ability, sacrifice it.",3,4,0,0,1,1,http://mtgimage.com/card/tar pit warrior.jpg
Tasigur's Cruelty,Black,Sorcery,{5}{B},"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Each opponent discards two cards.",,,1,1,1,1,http://mtgimage.com/card/tasigur's cruelty.jpg
"Tasigur, the Golden Fang",Black,Legendary Creature  Human Shaman,{5}{B},"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
{2}{G/U}{G/U}: Put the top two cards of your library into your graveyard, then return a nonland card of an opponent's choice from your graveyard to your hand.",4,5,1,1,1,1,"http://mtgimage.com/card/tasigur, the golden fang.jpg"
Taste of Blood,Black,Sorcery,{B},Taste of Blood deals 1 damage to target player and you gain 1 life.,,,1,0,1,1,http://mtgimage.com/card/taste of blood.jpg
Tavern Swindler,Black,Creature  Human Rogue,{1}{B},"{T}, Pay 3 life: Flip a coin. If you win the flip, you gain 6 life.",2,2,1,0,1,1,http://mtgimage.com/card/tavern swindler.jpg
Temp of the Damned,Black,Summon  Zombie,{2}{B},"When you play Temp of the Damned, roll a six-sided die. Temp of the Damned comes into play with a number of funk counters on it equal to the die roll.
During your upkeep, remove a funk counter from Temp of the Damned or sacrifice Temp of the Damned.",3,3,0,0,0,0,http://mtgimage.com/card/temp of the damned.jpg
Temporal Extortion,Black,Sorcery,{B}{B}{B}{B},"When you cast Temporal Extortion, any player may pay half his or her life, rounded up. If a player does, counter Temporal Extortion.
Take an extra turn after this one.",,,1,0,1,1,http://mtgimage.com/card/temporal extortion.jpg
Tempt with Immortality,Black,Sorcery,{4}{B},"Tempting offer  Return a creature card from your graveyard to the battlefield. Each opponent may return a creature card from his or her graveyard to the battlefield. For each player who does, return a creature card from your graveyard to the battlefield.",,,0,0,1,1,http://mtgimage.com/card/tempt with immortality.jpg
Tenacious Dead,Black,Creature  Skeleton Warrior,{B},"When Tenacious Dead dies, you may pay {1}{B}. If you do, return it to the battlefield tapped under its owner's control.",1,1,1,0,1,1,http://mtgimage.com/card/tenacious dead.jpg
Tendrils of Agony,Black,Sorcery,{2}{B}{B},"Target player loses 2 life and you gain 2 life.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",,,0,0,1,1,http://mtgimage.com/card/tendrils of agony.jpg
Tendrils of Corruption,Black,Instant,{3}{B},"Tendrils of Corruption deals X damage to target creature and you gain X life, where X is the number of Swamps you control.",,,1,0,1,1,http://mtgimage.com/card/tendrils of corruption.jpg
Tendrils of Despair,Black,Sorcery,{B},"As an additional cost to cast Tendrils of Despair, sacrifice a creature.
Target opponent discards two cards.",,,0,0,1,1,http://mtgimage.com/card/tendrils of despair.jpg
Terror,Black,Instant,{1}{B},"Destroy target nonartifact, nonblack creature. It can't be regenerated.",,,1,0,1,1,http://mtgimage.com/card/terror.jpg
Terrus Wurm,Black,Creature  Zombie Wurm,{6}{B},"Scavenge {6}{B} ({6}{B}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)",5,5,1,0,1,1,http://mtgimage.com/card/terrus wurm.jpg
Tethered Skirge,Black,Creature  Imp,{2}{B},"Flying
Whenever Tethered Skirge becomes the target of a spell or ability, you lose 1 life.",2,2,0,0,1,1,http://mtgimage.com/card/tethered skirge.jpg
The Abyss,Black,World Enchantment,{3}{B},"At the beginning of each player's upkeep, destroy target nonartifact creature that player controls of his or her choice. It can't be regenerated.",,,0,0,1,1,http://mtgimage.com/card/the abyss.jpg
The Fallen,Black,Creature  Zombie,{1}{B}{B}{B},"At the beginning of your upkeep, The Fallen deals 1 damage to each opponent it has dealt damage to this game.",2,3,0,0,1,1,http://mtgimage.com/card/the fallen.jpg
The Fallen Apart,Black,Creature  Zombie,{2}{B}{B},"The Fallen Apart comes into play with two arms and two legs.
Whenever damage is dealt to The Fallen Apart, remove an arm or a leg from it.
The Fallen Apart can't attack if it has no legs and can't block if it has no arms.",4,4,0,0,0,0,http://mtgimage.com/card/the fallen apart.jpg
The Wretched,Black,Creature  Demon,{3}{B}{B},"At end of combat, gain control of all creatures blocking The Wretched for as long as you control The Wretched.",2,5,0,0,1,1,http://mtgimage.com/card/the wretched.jpg
Thief of Hope,Black,Creature  Spirit,{2}{B},"Whenever you cast a Spirit or Arcane spell, target opponent loses 1 life and you gain 1 life.
Soulshift 2 (When this creature dies, you may return target Spirit card with converted mana cost 2 or less from your graveyard to your hand.)",2,2,1,0,1,1,http://mtgimage.com/card/thief of hope.jpg
Thieving Sprite,Black,Creature  Faerie Rogue,{2}{B},"Flying
When Thieving Sprite enters the battlefield, target player reveals X cards from his or her hand, where X is the number of Faeries you control. You choose one of those cards. That player discards that card.",1,1,1,0,1,1,http://mtgimage.com/card/thieving sprite.jpg
Thorntooth Witch,Black,Creature  Treefolk Shaman,{5}{B},"Whenever you cast a Treefolk spell, you may have target creature get +3/-3 until end of turn.",3,4,1,0,1,1,http://mtgimage.com/card/thorntooth witch.jpg
Thought Gorger,Black,Creature  Horror,{2}{B}{B},"Trample
When Thought Gorger enters the battlefield, put a +1/+1 counter on it for each card in your hand. If you do, discard your hand.
When Thought Gorger leaves the battlefield, draw a card for each +1/+1 counter on it.",2,2,1,0,1,1,http://mtgimage.com/card/thought gorger.jpg
Thoughtpicker Witch,Black,Creature  Human Wizard,{B},"{1}, Sacrifice a creature: Look at the top two cards of target opponent's library, then exile one of them.",1,1,1,0,1,1,http://mtgimage.com/card/thoughtpicker witch.jpg
Thoughtrender Lamia,Black,Enchantment Creature  Lamia,{4}{B}{B},"Constellation  Whenever Thoughtrender Lamia or another enchantment enters the battlefield under your control, each opponent discards a card.",5,3,1,1,1,1,http://mtgimage.com/card/thoughtrender lamia.jpg
Thoughtseize,Black,Sorcery,{B},Target player reveals his or her hand. You choose a nonland card from it. That player discards that card. You lose 2 life.,,,1,1,1,1,http://mtgimage.com/card/thoughtseize.jpg
Thrashing Mudspawn,Black,Creature  Beast,{3}{B}{B},"Whenever Thrashing Mudspawn is dealt damage, you lose that much life.
Morph {1}{B}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",4,4,0,0,1,1,http://mtgimage.com/card/thrashing mudspawn.jpg
Thrashing Wumpus,Black,Creature  Beast,{3}{B}{B},{B}: Thrashing Wumpus deals 1 damage to each creature and each player.,3,3,0,0,1,1,http://mtgimage.com/card/thrashing wumpus.jpg
Three Tragedies,Black,Sorcery  Arcane,{3}{B}{B},Target player discards three cards.,,,1,0,1,1,http://mtgimage.com/card/three tragedies.jpg
Thrill-Kill Assassin,Black,Creature  Human Assassin,{1}{B},"Deathtouch
Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)",1,2,1,0,1,1,http://mtgimage.com/card/thrill-kill assassin.jpg
Throat Slitter,Black,Creature  Rat Ninja,{4}{B},"Ninjutsu {2}{B} ({2}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Throat Slitter deals combat damage to a player, destroy target nonblack creature that player controls.",2,2,1,0,1,1,http://mtgimage.com/card/throat slitter.jpg
Throttle,Black,Instant,{4}{B},Target creature gets -4/-4 until end of turn.,,,1,1,1,1,http://mtgimage.com/card/throttle.jpg
Thrull Champion,Black,Creature  Thrull,{4}{B},"Thrull creatures get +1/+1.
{T}: Gain control of target Thrull for as long as you control Thrull Champion.",2,2,0,0,1,1,http://mtgimage.com/card/thrull champion.jpg
Thrull Parasite,Black,Creature  Thrull,{B},"Extort (Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)
{T}, Pay 2 life: Remove a counter from target nonland permanent.",1,1,1,0,1,1,http://mtgimage.com/card/thrull parasite.jpg
Thrull Retainer,Black,Enchantment  Aura,{B},"Enchant creature
Enchanted creature gets +1/+1.
Sacrifice Thrull Retainer: Regenerate enchanted creature.",,,0,0,1,1,http://mtgimage.com/card/thrull retainer.jpg
Thrull Surgeon,Black,Creature  Thrull,{1}{B},"{1}{B}, Sacrifice Thrull Surgeon: Look at target player's hand and choose a card from it. That player discards that card. Activate this ability only any time you could cast a sorcery.",1,1,1,0,1,1,http://mtgimage.com/card/thrull surgeon.jpg
Thrull Wizard,Black,Creature  Thrull Wizard,{2}{B},{1}{B}: Counter target black spell unless that spell's controller pays {B} or {3}.,1,1,0,0,1,1,http://mtgimage.com/card/thrull wizard.jpg
Timmerian Fiends,Black,Creature  Horror,{1}{B}{B},"Remove Timmerian Fiends from your deck before playing if you're not playing for ante.
{B}{B}{B}, Sacrifice Timmerian Fiends: The owner of target artifact may ante the top card of his or her library. If that player doesn't, exchange ownership of that artifact and Timmerian Fiends. Put the artifact card into your graveyard and Timmerian Fiends from anywhere into that player's graveyard. This change in ownership is permanent.",1,1,0,0,0,0,http://mtgimage.com/card/timmerian fiends.jpg
Toil,Black,Sorcery,{2}{B},"Target player draws two cards and loses 2 life.
Fuse (You may cast one or both halves of this card from your hand.)",,,1,0,1,1,http://mtgimage.com/card/toil.jpg
Tomb Hex,Black,Instant,{2}{B},"Target creature gets -2/-2 until end of turn.
Landfall  If you had a land enter the battlefield under your control this turn, that creature gets -4/-4 until end of turn instead.",,,1,0,1,1,http://mtgimage.com/card/tomb hex.jpg
Tombfire,Black,Sorcery,{B},Target player exiles all cards with flashback from his or her graveyard.,,,0,0,1,1,http://mtgimage.com/card/tombfire.jpg
Tombstalker,Black,Creature  Demon,{6}{B}{B},"Flying
Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)",5,5,1,0,1,1,http://mtgimage.com/card/tombstalker.jpg
Tombstone Stairwell,Black,World Enchantment,{2}{B}{B},"Cumulative upkeep {1}{B} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
At the beginning of each upkeep, if Tombstone Stairwell is on the battlefield, each player puts a 2/2 black Zombie creature token with haste named Tombspawn onto the battlefield for each creature card in his or her graveyard.
At the beginning of each end step or when Tombstone Stairwell leaves the battlefield, destroy all tokens put onto the battlefield with Tombstone Stairwell. They can't be regenerated.",,,0,0,1,1,http://mtgimage.com/card/tombstone stairwell.jpg
Torment,Black,Enchantment  Aura,{1}{B},"Enchant creature
Enchanted creature gets -3/-0.",,,0,0,1,1,http://mtgimage.com/card/torment.jpg
Tormented Hero,Black,Creature  Human Warrior,{B},"Tormented Hero enters the battlefield tapped.
Heroic  Whenever you cast a spell that targets Tormented Hero, each opponent loses 1 life. You gain life equal to the life lost this way.",2,1,1,1,1,1,http://mtgimage.com/card/tormented hero.jpg
Tormented Soul,Black,Creature  Spirit,{B},Tormented Soul can't block and can't be blocked.,1,1,1,0,1,1,http://mtgimage.com/card/tormented soul.jpg
Tormented Thoughts,Black,Sorcery,{2}{B},"As an additional cost to cast Tormented Thoughts, sacrifice a creature.
Target player discards a number of cards equal to the sacrificed creature's power.",,,1,1,1,1,http://mtgimage.com/card/tormented thoughts.jpg
Torture,Black,Enchantment  Aura,{B},"Enchant creature
{1}{B}: Put a -1/-1 counter on enchanted creature.",,,1,0,1,1,http://mtgimage.com/card/torture.jpg
Tortured Existence,Black,Enchantment,{B},"{B}, Discard a creature card: Return target creature card from your graveyard to your hand.",,,0,0,1,1,http://mtgimage.com/card/tortured existence.jpg
Toshiro Umezawa,Black,Legendary Creature  Human Samurai,{1}{B}{B},"Bushido 1 (When this blocks or becomes blocked, it gets +1/+1 until end of turn.)
Whenever a creature an opponent controls dies, you may cast target instant card from your graveyard. If that card would be put into a graveyard this turn, exile it instead.",2,2,1,0,1,1,http://mtgimage.com/card/toshiro umezawa.jpg
Touch of Darkness,Black,Instant,{B},Any number of target creatures become black until end of turn.,,,0,0,1,1,http://mtgimage.com/card/touch of darkness.jpg
Touch of Death,Black,Sorcery,{2}{B},"Touch of Death deals 1 damage to target player. You gain 1 life.
Draw a card at the beginning of the next turn's upkeep.",,,0,0,1,1,http://mtgimage.com/card/touch of death.jpg
Tourach's Chant,Black,Enchantment,{1}{B}{B},"At the beginning of your upkeep, sacrifice Tourach's Chant unless you pay {B}.
Whenever a player puts a Forest onto the battlefield, Tourach's Chant deals 3 damage to that player unless he or she puts a -1/-1 counter on a creature he or she controls.",,,0,0,1,1,http://mtgimage.com/card/tourach's chant.jpg
Tourach's Gate,Black,Enchantment  Aura,{1}{B}{B},"Enchant land you control
Sacrifice a Thrull: Put three time counters on Tourach's Gate.
At the beginning of your upkeep, remove a time counter from Tourach's Gate. If there are no time counters on Tourach's Gate, sacrifice it.
Tap enchanted land: Attacking creatures you control get +2/-1 until end of turn. Activate this ability only if enchanted land is untapped.",,,0,0,1,1,http://mtgimage.com/card/tourach's gate.jpg
Toxic Deluge,Black,Sorcery,{2}{B},"As an additional cost to cast Toxic Deluge, pay X life.
All creatures get -X/-X until end of turn.",,,0,0,1,1,http://mtgimage.com/card/toxic deluge.jpg
Toxic Nim,Black,Creature  Zombie,{4}{B}{B},"Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)
{B}: Regenerate Toxic Nim.",4,1,1,0,1,1,http://mtgimage.com/card/toxic nim.jpg
Toxic Stench,Black,Instant,{1}{B},"Target nonblack creature gets -1/-1 until end of turn.
Threshold  If seven or more cards are in your graveyard, instead destroy that creature. It can't be regenerated.",,,0,0,1,1,http://mtgimage.com/card/toxic stench.jpg
Toxin Sliver,Black,Creature  Sliver,{3}{B},"Whenever a Sliver deals combat damage to a creature, destroy that creature. It can't be regenerated.",3,3,0,0,1,1,http://mtgimage.com/card/toxin sliver.jpg
Tragic Slip,Black,Instant,{B},"Target creature gets -1/-1 until end of turn.
Morbid  That creature gets -13/-13 until end of turn instead if a creature died this turn.",,,1,0,1,1,http://mtgimage.com/card/tragic slip.jpg
Traitor's Clutch,Black,Instant,{4}{B},"Target creature gets +1/+0, becomes black, and gains shadow until end of turn. (It can block or be blocked by only creatures with shadow.)
Flashback {1}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,1,0,1,1,http://mtgimage.com/card/traitor's clutch.jpg
Transmutation,Black,Instant,{1}{B},Switch target creature's power and toughness until end of turn.,,,0,0,1,1,http://mtgimage.com/card/transmutation.jpg
Traveling Plague,Black,Enchantment  Aura,{3}{B}{B},"Enchant creature
At the beginning of each upkeep, put a plague counter on Traveling Plague.
Enchanted creature gets -1/-1 for each plague counter on Traveling Plague.
When enchanted creature leaves the battlefield, that creature's controller returns Traveling Plague from its owner's graveyard to the battlefield.",,,0,0,1,1,http://mtgimage.com/card/traveling plague.jpg
Treacherous Link,Black,Enchantment  Aura,{1}{B},"Enchant creature
All damage that would be dealt to enchanted creature is dealt to its controller instead.",,,0,0,1,1,http://mtgimage.com/card/treacherous link.jpg
Treacherous Pit-Dweller,Black,Creature  Demon,{B}{B},"When Treacherous Pit-Dweller enters the battlefield from a graveyard, target opponent gains control of it.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",4,3,1,0,1,1,http://mtgimage.com/card/treacherous pit-dweller.jpg
Treacherous Urge,Black,Instant,{4}{B},Target opponent reveals his or her hand. You may put a creature card from it onto the battlefield under your control. That creature gains haste. Sacrifice it at the beginning of the next end step.,,,1,0,1,1,http://mtgimage.com/card/treacherous urge.jpg
Treacherous Vampire,Black,Creature  Vampire,{4}{B},"Flying
Whenever Treacherous Vampire attacks or blocks, sacrifice it unless you exile a card from your graveyard.
Threshold  As long as seven or more cards are in your graveyard, Treacherous Vampire gets +2/+2 and has ""When Treacherous Vampire dies, you lose 6 life.""",4,4,0,0,1,1,http://mtgimage.com/card/treacherous vampire.jpg
Treacherous Werewolf,Black,Creature  Werewolf Minion,{2}{B},"Threshold  As long as seven or more cards are in your graveyard, Treacherous Werewolf gets +2/+2 and has ""When Treacherous Werewolf dies, you lose 4 life.""",2,2,0,0,1,1,http://mtgimage.com/card/treacherous werewolf.jpg
Trench Wurm,Black,Creature  Wurm,{3}{B},"{2}{R}, {T}: Destroy target nonbasic land.",3,3,0,0,1,1,http://mtgimage.com/card/trench wurm.jpg
Trespasser il-Vec,Black,Creature  Human Rogue,{2}{B},Discard a card: Trespasser il-Vec gains shadow until end of turn. (It can block or be blocked by only creatures with shadow.),3,1,1,0,1,1,http://mtgimage.com/card/trespasser il-vec.jpg
